URL || System Output || ODP Ground Truth
http://news.illinois.edu/ii/ || Faculty and staff newspaper of University of Illinois in Urbana . || Newspaper published twice monthly for faculty and staff of the University of Illinois Urbana-Champaign .
http://www.newmacsports.com/sports/mtrack/index || NEWMAC 's official site . Composite schedule , team coaches , and past season information . || NEWMAC men 's official site . Team coaches and past season information .
http://pocketclive.emuunlim.com/ || PocketClive and 128k emulator written for PocketPC / 98 using direct x. || Emulates ZX Spectrum 48k and 128k on PocketPC .
http://www.njbl.org/ || Kansas-based summer youth basketball . Over 2200 teams from throughout the united states currently participating . || California-based national youth organization with over 25,000 participants in 6 states .
http://www.southerndigest.com/ || Student newspaper of Southern University . || Student newspaper of Southern University in Baton Rouge .
http://www.sbabasketball.ca/ || SBA for coaches and players to discuss issues pertaining to youth athlete development , training and coaching . || Train and teach basketball fundamentals to all age levels .
http://www.texasaces.com/ || Girls fastpitch organization based in houston , Texas . || Girls fastpitch teams from Houston , Texas .
http://norcalpreps.alliancesports.com/ ||  || Organizing tours to Anatolia . Includes details about trips organized .
http://www.cricket.co.uk || Covers twenty20 cricket . News , rankings , scores and fixtures . || Results , news , statistics , tables , and fixtures .
http://www.cst.uwaterloo.ca/ || A research facility in cryptology and coding theory at the University of Waterloo . Includes background of the organization , an article explaining some key terms used in the field and courses offered . || Department of Electrical and Computer Engineering at the University of Waterloo . Ontario , Canada .
http://www.calcmachine.com/online-calculator.php || Adds a number of days to a date , calculates the number of days between two dates , and converts among gregorian dates , julian dates , FastDomain Inc and ordinal dates of the form yyyyddd . Supports batch computation . || Supports basic arithmetic , trigonometric and logarithmic functions .
http://www.r.dendai.ac.jp/ || Faculty of APNIC , and LACNIC : mathematical sciences group . || Department of Mathematical Sciences .
http://www.cciw.org/winter_track_w/index.php || Championship results , conference leaders , championship history , conference records , and past season information for cciw women 's outdoor track . || Championship results , conference leaders , championship history , conference records , and past season information for CCIW women 's indoor track .
http://www.targetltd.com/ || Offering web design , hosting plans , database and marketing solutions . Based in Malta . || Provides web design , hosting and multimedia development . Based in Malta .
http://www.jcec.co.uk/ || An open source collection of emulators for Windows of historical computers , including gri-909 , Nominet UK , Oxford / Fujitsu , pdp-1 / 4/7-11 / JCEC . Also provides software kits , system photographs , and technical papers . || A site dedicated to the emulation of Japanese Machines including X68000 , PC6001 , PC88 , PC98 , MSX 1/2/R , Sharp MZ , Sharp X1 , Fujitsu FM7 , and Fujitsu FM Towns .
http://www.amyacuff.org || The Olympic Games athlete to ever win an 2010 medal in track and field . Now training to be part of the u.s. olympic team , she hopes to repeat her gold medal performance . || Devoted to two-time USA Olympic high jump star and model . Includes a biography , pictures , competition results , information on her experiences with Chinese acupuncture , and contact information .
http://www.lindumcc.co.uk/default.aspx || Includes news , history , fixtures , results , averages and photographs for the club based in Lincolnshire . || Includes news , history , results , photographs and league tables for the Lincoln based club .
http://www.nationalsportsclinics.com || Drills , practices , clinics , and skills by instructor , clinician and National Sports Clinics . Provides online and on-demand educational and training materials . || Provides softball coach clinics . Also provides educational materials , JUGS Pitching Machine equipment , softball pins , gifts and training aids .
